"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"New Zealand","Sri Lanka","M","medium","away","Sri Lanka","field",258,"0","0","0","lost"
"Pakistan","South Africa","M","medium","away","South Africa","bat",314,"0","0","0","lost"
"India","South Africa","M","low","home","India","field",320,"0","0","0","won"
"South Africa","New Zealand","M","low","home","New Zealand","field",324,"1","1","1","lost"
"Australia","Pakistan","F","low","home","Australia","bat",397,"0","0","0","won"
"Pakistan","Sri Lanka","F","medium","home","Sri Lanka","bat",178,"0","0","0","lost"
"Australia","India","M","high","away","India","field",282,"0","0","0","lost"
"Australia","New Zealand","M","low","away","New Zealand","bat",97,"0","0","0","lost"
"Australia","England","M","medium","home","England","bat",264,"1","0","0","lost"
"New Zealand","England","F","high","home","England","bat",173,"0","0","0","lost"
"Australia","West Indies","M","medium","home","West Indies","field",240,"0","0","0","lost"
"Australia","India","M","medium","home","India","bat",175,"0","0","0","lost"
"India","Pakistan","M","medium","away","India","bat",267,"1","0","0","won"
"Australia","India","M","medium","home","India","bat",303,"1","0","0","lost"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","field",217,"1","0","0","won"
"New Zealand","Pakistan","F","high","away","Pakistan","bat",104,"0","0","0","lost"
"England","Sri Lanka","M","medium","home","Sri Lanka","bat",319,"0","0","0","lost"
"West Indies","India","M","low","home","India","field",251,"0","0","0","lost"
"India","Sri Lanka","M","medium","away","India","field",96,"0","0","0","won"
"Australia","South Africa","M","medium","home","Australia","field",208,"0","0","0","won"
"West Indies","Sri Lanka","M","high","home","West Indies","field",303,"0","0","0","won"
"Zimbabwe","Bangladesh","M","low","home","Bangladesh","bat",206,"0","0","0","lost"
"New Zealand","South Africa","M","medium","away","New Zealand","field",270,"1","0","0","won"
"New Zealand","West Indies","M","medium","away","West Indies","field",266,"0","0","0","lost"
"South Africa","Pakistan","F","low","home","South Africa","bat",225,"0","0","0","won"
"West Indies","South Africa","M","low","home","South Africa","field",220,"0","0","0","lost"
"Pakistan","Sri Lanka","M","high","home","Pakistan","bat",267,"0","0","0","won"
"Sri Lanka","West Indies","M","low","home","Sri Lanka","bat",253,"1","1","1","won"
"Pakistan","West Indies","M","medium","away","Pakistan","bat",177,"0","0","0","won"
"South Africa","England","F","high","home","England","bat",262,"0","0","0","lost"
"South Africa","New Zealand","M","low","home","South Africa","field",215,"0","1","1","won"
"West Indies","New Zealand","F","high","home","New Zealand","bat",142,"0","0","0","lost"
"Bangladesh","India","M","medium","away","India","field",177,"0","0","0","lost"
"West Indies","South Africa","M","low","home","South Africa","field",152,"0","1","1","lost"
"Bangladesh","South Africa","F","low","home","South Africa","bat",75,"0","0","0","lost"
"Zimbabwe","Australia","M","low","home","Australia","field",116,"0","0","0","lost"
"Zimbabwe","South Africa","M","low","home","Zimbabwe","bat",184,"0","0","0","won"
"India","England","M","high","home","India","field",254,"0","0","0","won"
"South Africa","West Indies","M","high","away","West Indies","field",200,"0","0","0","lost"
"West Indies","Pakistan","M","low","home","Pakistan","bat",258,"0","0","0","lost"
"New Zealand","Australia","F","medium","home","New Zealand","bat",255,"0","0","0","won"
"Pakistan","West Indies","M","high","away","Pakistan","bat",242,"0","0","0","won"
"India","Pakistan","M","low","away","Pakistan","bat",212,"0","0","0","lost"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","field",371,"0","0","0","lost"
"India","Pakistan","M","medium","home","Pakistan","field",196,"0","0","0","lost"
"England","India","M","medium","away","India","bat",239,"1","0","0","lost"
"India","West Indies","M","low","home","West Indies","field",178,"0","0","0","lost"
"Pakistan","Sri Lanka","M","low","away","Pakistan","bat",246,"0","0","0","won"
"India","South Africa","M","low","home","South Africa","bat",199,"0","0","0","lost"
"New Zealand","India","F","low","home","New Zealand","field",117,"0","0","0","won"
"Pakistan","Bangladesh","M","low","home","Bangladesh","bat",225,"1","1","1","lost"
"England","New Zealand","F","low","home","England","bat",176,"0","0","0","won"
"New Zealand","South Africa","M","high","away","New Zealand","field",193,"0","0","0","won"
"Bangladesh","New Zealand","M","low","home","Bangladesh","bat",146,"1","0","0","won"
"Australia","Pakistan","F","high","home","Australia","field",121,"0","0","0","won"
"Pakistan","South Africa","M","low","away","Pakistan","bat",203,"0","0","0","won"
"India","England","M","low","home","India","field",256,"0","0","0","won"
"New Zealand","Sri Lanka","M","low","home","New Zealand","field",255,"0","0","0","won"
"Pakistan","South Africa","M","medium","away","Pakistan","bat",188,"0","0","0","won"
"England","South Africa","F","high","away","South Africa","field",143,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","Pakistan","bat",236,"0","0","0","won"
"Pakistan","India","M","medium","home","Pakistan","field",293,"1","0","0","won"
"India","Pakistan","M","medium","away","Pakistan","bat",205,"1","0","0","lost"
"England","West Indies","M","medium","away","West Indies","field",252,"0","0","0","lost"
"England","India","F","low","home","England","field",59,"0","0","0","won"
"New Zealand","India","M","low","home","India","bat",221,"0","0","0","lost"
"New Zealand","Pakistan","M","low","home","New Zealand","field",253,"0","0","0","won"
"Pakistan","West Indies","M","low","home","Pakistan","bat",164,"0","0","0","won"
"New Zealand","England","M","low","home","New Zealand","bat",186,"0","0","0","won"
"Zimbabwe","Sri Lanka","M","low","home","Sri Lanka","bat",202,"0","0","0","lost"
"India","West Indies","M","low","home","India","field",333,"0","0","0","won"
"New Zealand","South Africa","M","medium","away","South Africa","field",256,"0","0","0","lost"
"India","Sri Lanka","M","low","home","India","field",259,"0","0","0","won"
"New Zealand","Pakistan","M","high","away","Pakistan","field",274,"1","0","0","lost"
"New Zealand","India","M","low","home","India","field",254,"0","0","0","lost"
"South Africa","New Zealand","M","medium","home","South Africa","bat",314,"0","0","0","won"
"New Zealand","Pakistan","M","high","away","Pakistan","field",192,"0","0","0","lost"
"Sri Lanka","Australia","M","low","home","Australia","field",207,"1","0","0","lost"
"Bangladesh","Zimbabwe","M","low","home","Zimbabwe","field",220,"1","0","0","lost"
"West Indies","New Zealand","F","high","home","New Zealand","bat",69,"0","0","0","lost"
"West Indies","Australia","M","low","home","Australia","bat",252,"0","0","0","lost"
"England","Sri Lanka","M","low","home","England","bat",256,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","field",282,"0","0","0","lost"
"India","South Africa","M","low","away","South Africa","field",242,"0","0","0","lost"
"India","Australia","M","high","home","Australia","field",289,"0","0","0","lost"
"New Zealand","Australia","M","low","home","Australia","bat",231,"0","0","0","lost"
"West Indies","India","M","low","home","West Indies","field",217,"0","0","0","won"
"New Zealand","Australia","M","low","home","Australia","bat",191,"1","0","0","lost"
"England","West Indies","M","medium","home","West Indies","field",225,"0","0","0","lost"
"Australia","West Indies","M","high","away","Australia","field",291,"0","0","0","won"
"South Africa","West Indies","F","low","home","West Indies","field",134,"0","0","0","lost"
"Australia","Bangladesh","M","low","home","Australia","bat",198,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","bat",122,"0","0","0","won"
"Pakistan","Zimbabwe","M","high","away","Pakistan","bat",271,"0","0","0","won"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",255,"1","0","0","lost"
"Australia","West Indies","M","low","away","Australia","bat",240,"1","0","0","won"
"England","New Zealand","F","high","away","New Zealand","bat",186,"0","0","0","lost"
"England","Sri Lanka","M","medium","away","England","bat",292,"1","0","0","won"
"Sri Lanka","India","M","low","home","Sri Lanka","bat",243,"1","0","0","won"
"England","West Indies","M","low","home","West Indies","field",306,"0","0","0","lost"
"India","Pakistan","M","low","away","Pakistan","bat",315,"1","0","0","lost"
"England","West Indies","M","low","home","England","field",198,"0","0","0","won"
"Sri Lanka","England","M","low","home","Sri Lanka","field",165,"0","0","0","won"
"Sri Lanka","India","M","medium","home","India","field",98,"0","0","0","lost"
"South Africa","Sri Lanka","M","medium","away","South Africa","bat",263,"1","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","bat",223,"1","0","0","lost"
"Australia","New Zealand","M","high","away","Australia","bat",348,"0","0","0","won"
"India","Zimbabwe","M","low","home","India","bat",319,"1","0","0","won"
"India","Pakistan","F","medium","home","India","bat",244,"0","0","0","won"
"Sri Lanka","South Africa","F","low","home","South Africa","field",137,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","field",323,"0","0","0","lost"
"West Indies","Sri Lanka","F","low","home","Sri Lanka","bat",214,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Australia","bat",310,"0","0","0","won"
"Australia","India","M","medium","home","India","field",163,"0","0","0","lost"
"South Africa","England","M","low","home","South Africa","bat",218,"0","0","0","won"
"New Zealand","Australia","M","low","home","New Zealand","bat",212,"1","0","0","won"
"Sri Lanka","Australia","M","high","home","Australia","bat",162,"1","0","0","lost"
"Australia","New Zealand","M","medium","home","New Zealand","bat",135,"0","0","0","lost"
"South Africa","Sri Lanka","M","low","away","South Africa","field",209,"1","0","0","won"
"Australia","New Zealand","F","medium","home","Australia","bat",194,"0","0","0","won"
"New Zealand","Sri Lanka","M","medium","away","Sri Lanka","field",217,"0","0","0","lost"
"England","West Indies","M","medium","away","England","bat",208,"1","0","0","won"
"India","Zimbabwe","M","low","home","India","bat",191,"0","0","0","won"
"South Africa","Australia","M","low","home","Australia","field",144,"1","0","0","lost"
"England","West Indies","M","low","home","West Indies","field",186,"0","0","0","lost"
"South Africa","England","M","low","home","England","bat",198,"0","0","0","lost"
"England","Pakistan","M","high","away","England","bat",215,"1","0","0","won"
"Australia","India","M","low","away","Australia","bat",187,"0","0","0","won"
"Zimbabwe","West Indies","M","low","home","Zimbabwe","field",256,"0","1","1","won"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","field",279,"0","0","0","lost"
"Sri Lanka","India","F","medium","home","Sri Lanka","field",178,"0","0","0","won"
"Australia","England","M","medium","home","England","bat",178,"1","0","0","lost"
"Sri Lanka","South Africa","M","low","home","Sri Lanka","field",235,"0","0","0","won"
"Australia","Zimbabwe","M","high","away","Australia","bat",272,"0","0","0","won"
"Australia","South Africa","M","medium","home","South Africa","bat",230,"1","0","0","lost"
"Pakistan","West Indies","M","low","home","Pakistan","field",151,"1","0","0","won"
"New Zealand","England","M","high","home","New Zealand","field",200,"0","0","0","won"
"Bangladesh","Zimbabwe","M","low","home","Bangladesh","field",119,"0","0","0","won"
"Bangladesh","Sri Lanka","M","medium","home","Sri Lanka","field",118,"0","0","0","lost"
"Australia","England","F","high","home","England","field",210,"0","0","0","lost"
"South Africa","Pakistan","M","low","home","Pakistan","bat",351,"1","0","0","lost"
"Bangladesh","Sri Lanka","M","high","away","Bangladesh","field",318,"0","1","1","won"
"West Indies","Zimbabwe","M","high","away","Zimbabwe","field",264,"0","0","0","lost"
"Bangladesh","Pakistan","F","low","away","Bangladesh","field",180,"0","0","0","won"
"Bangladesh","India","M","low","home","Bangladesh","bat",207,"1","0","0","won"
"England","Australia","F","low","home","Australia","bat",166,"0","1","1","lost"
"Pakistan","Sri Lanka","M","low","away","Pakistan","bat",255,"1","0","0","won"
"New Zealand","India","F","low","home","New Zealand","field",157,"0","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Pakistan","bat",157,"0","0","0","lost"
"Australia","England","M","high","away","Australia","field",169,"1","0","0","won"
"Sri Lanka","West Indies","M","low","home","Sri Lanka","bat",241,"1","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","field",154,"1","1","1","won"
"Sri Lanka","India","M","medium","home","Sri Lanka","bat",282,"1","0","0","won"
"England","South Africa","M","low","home","South Africa","bat",244,"0","0","0","lost"
"Sri Lanka","West Indies","F","high","away","Sri Lanka","bat",152,"0","0","0","won"
"England","New Zealand","M","high","home","New Zealand","field",221,"0","0","0","lost"
"New Zealand","Bangladesh","M","low","home","New Zealand","bat",335,"0","1","1","won"
"Australia","England","M","high","away","Australia","bat",253,"0","0","0","won"
"South Africa","Pakistan","M","low","home","Pakistan","field",392,"0","0","0","lost"
"Bangladesh","India","M","low","home","India","field",190,"0","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",211,"0","0","0","won"
"Sri Lanka","Pakistan","M","low","home","Pakistan","bat",240,"1","0","0","lost"
"West Indies","Pakistan","F","low","home","West Indies","field",82,"0","0","0","won"
"South Africa","India","M","low","home","India","bat",147,"1","0","0","lost"
