"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"Australia","India","male","2015/16","2016/01/17","India in Australia ODI Series","3","Melbourne Cricket Ground","","Australia","field","GJ Maxwell","SD Fry","RA Kettleborough","AJ Barrow","MD Martell","JJ Crowe","Australia","3"
"Australia","India","male","2015/16","2016/01/20","India in Australia ODI Series","4","Manuka Oval","Canberra","Australia","bat","KW Richardson","RA Kettleborough","JD Ward","SJ Nogajski","P Wilson","JJ Crowe","Australia","25"
"Australia","India","male","2015/16","2016/01/23","India in Australia ODI Series","5","Sydney Cricket Ground","","India","field","MK Pandey","RA Kettleborough","P Wilson","GA Abood","JD Ward","JJ Crowe","India","6"
"England","Pakistan","male","2015/16","2015/11/11","Pakistan v England ODI Series","1","Sheikh Zayed Stadium","Abu Dhabi","true","England","bat","Mohammad Hafeez","Ahsan Raza","JD Cloete","Shozab Raza","CB Gaffaney","RS Madugalle","Pakistan"
"England","Pakistan","male","2015/16","2015/11/13","Pakistan v England ODI Series","2","Sheikh Zayed Stadium","Abu Dhabi","true","England","bat","AD Hales","CB Gaffaney","Shozab Raza","JD Cloete","RS Madugalle","England","95"
"England","Pakistan","male","2015/16","2015/11/17","Pakistan v England ODI Series","3","Sharjah Cricket Stadium","","true","Pakistan","bat","JWA Taylor","JD Cloete","Shozab Raza","Ahsan Raza","CB Gaffaney","RS Madugalle","England"
"England","Pakistan","male","2015/16","2015/11/20","Pakistan v England ODI Series","4","Dubai International Cricket Stadium","","true","England","bat","JC Buttler","Ahsan Raza","CB Gaffaney","Shozab Raza","JD Cloete","RS Madugalle","England"
"India","South Africa","male","2015/16","2015/10/11","South Africa in India ODI Series","1","Green Park","Kanpur","South Africa","bat","AB de Villiers","Aleem Dar","VA Kulkarni","AY Dandekar","C Shamshuddin","BC Broad","South Africa","5"
"India","South Africa","male","2015/16","2015/10/14","South Africa in India ODI Series","2","Holkar Cricket Stadium","Indore","India","bat","MS Dhoni","Aleem Dar","VA Kulkarni","AY Dandekar","CK Nandan","BC Broad","India","22"
"India","South Africa","male","2015/16","2015/10/18","South Africa in India ODI Series","3","Saurashtra Cricket Association Stadium","Rajkot","South Africa","bat","M Morkel","Aleem Dar","C Shamshuddin","Nitin Menon","CK Nandan","BC Broad","South Africa","18"
"India","South Africa","male","2015/16","2015/10/22","South Africa in India ODI Series","4","MA Chidambaram Stadium, Chepauk","Chennai","India","bat","V Kohli","S Ravi","C Shamshuddin","Nitin Menon","AK Chaudhary","BC Broad","India","35"
"India","South Africa","male","2015/16","2015/10/25","South Africa in India ODI Series","5","Wankhede Stadium","Mumbai","South Africa","bat","Q de Kock","AK Chaudhary","HDPK Dharmasena","VA Kulkarni","BC Broad","South Africa","214","0.1"
"United Arab Emirates","Hong Kong","male","2015/16","2015/11/16","ICC World Cricket League Championship, 2015-2016/17","13","ICC Academy","Dubai","Hong Kong","bat","MS Chapman","VA Kulkarni","Sarika Prasad","Akbar Khan","D Govindjee","Hong Kong","89","0.1"
"Ireland","Sri Lanka","male","2016","2016/06/18","Sri Lanka in Ireland ODI Series","2","The Village, Malahide","Dublin","Ireland","field","M Hawthorne","BNJ Oxenford","R Black","PR Reiffel","DC Boon","Sri Lanka","136","0.1"
"England","Sri Lanka","male","2016","2016/06/21","Sri Lanka in England ODI Series","1","Trent Bridge","Nottingham","England","field","CR Woakes","RJ Bailey","PR Reiffel","MA Gough","BNJ Oxenford","DC Boon","tie","0.1"
"England","Sri Lanka","male","2016","2016/06/24","Sri Lanka in England ODI Series","2","Edgbaston","Birmingham","Sri Lanka","bat","JJ Roy","MA Gough","BNJ Oxenford","RT Robinson","PR Reiffel","DC Boon","England","10"
"England","Sri Lanka","male","2016","2016/06/26","Sri Lanka in England ODI Series","3","County Ground","Bristol","England","field","PR Reiffel","RT Robinson","RJ Bailey","BNJ Oxenford","DC Boon","no result","0.1","MD Gunathilaka"
"England","Sri Lanka","male","2016","2016/06/29","Sri Lanka in England ODI Series","4","Kennington Oval","London","England","field","JJ Roy","RJ Bailey","BNJ Oxenford","MA Gough","PR Reiffel","DC Boon","England","6"
"England","Sri Lanka","male","2016","2016/07/02","Sri Lanka in England ODI Series","5","Sophia Gardens","Cardiff","Sri Lanka","field","JC Buttler","MA Gough","PR Reiffel","RJ Bailey","BNJ Oxenford","DC Boon","England","122"
"Ireland","Pakistan","male","2016","2016/08/18","Pakistan in Ireland ODI Series","1","The Village, Malahide","Dublin","Ireland","field","SD Fry","M Hawthorne","AJ Neill","M Erasmus","JJ Crowe","Pakistan","255","0.1"
"England","Pakistan","male","2016","2016/08/24","Pakistan in England ODI Series","1","The Rose Bowl","Southampton","Pakistan","bat","JJ Roy","RJ Bailey","SD Fry","RT Robinson","M Erasmus","JJ Crowe","England","44"
"England","Pakistan","male","2016","2016/08/27","Pakistan in England ODI Series","2","Lord's","London","Pakistan","bat","JE Root","M Erasmus","RT Robinson","RJ Bailey","SD Fry","JJ Crowe","England","4"
"England","Pakistan","male","2016","2016/08/30","Pakistan in England ODI Series","3","Trent Bridge","Nottingham","England","bat","AD Hales","SD Fry","RA Kettleborough","RT Robinson","M Erasmus","JJ Crowe","England","169"
"England","Pakistan","male","2016","2016/09/01","Pakistan in England ODI Series","4","Headingley","Leeds","Pakistan","bat","JM Bairstow","M Erasmus","RT Robinson","RJ Bailey","SD Fry","JJ Crowe","England","4"
"England","Pakistan","male","2016","2016/09/04","Pakistan in England ODI Series","5","Sophia Gardens","Cardiff","Pakistan","field","Sarfraz Ahmed","RJ Bailey","SD Fry","RT Robinson","M Erasmus","JJ Crowe","Pakistan","4"
"New Zealand","Sri Lanka","male","2015/16","2015/12/26","Sri Lanka in New Zealand ODI Series","1","Hagley Oval","Christchurch","Sri Lanka","bat","MJ Henry","MA Gough","PD Jones","DJ Walker","RK Illingworth","AJ Pycroft","New Zealand","7"
"New Zealand","Sri Lanka","male","2015/16","2015/12/28","Sri Lanka in New Zealand ODI Series","2","Hagley Oval","Christchurch","Sri Lanka","bat","MJ Guptill","RK Illingworth","DJ Walker","PD Jones","MA Gough","AJ Pycroft","New Zealand","10"
"New Zealand","Sri Lanka","male","2015/16","2015/12/31","Sri Lanka in New Zealand ODI Series","3","Saxton Oval","Nelson","New Zealand","bat","MD Gunathilaka","BF Bowden","MA Gough","DJ Walker","RK Illingworth","AJ Pycroft","Sri Lanka","8"
"New Zealand","Sri Lanka","male","2015/16","2016/01/02","Sri Lanka in New Zealand ODI Series","4","Saxton Oval","Nelson","Sri Lanka","field","BF Bowden","RK Illingworth","DJ Walker","MA Gough","AJ Pycroft","no result","0.1","TWM Latham"
"New Zealand","Sri Lanka","male","2015/16","2016/01/05","Sri Lanka in New Zealand ODI Series","5","Bay Oval","Mount Maunganui","Sri Lanka","field","MJ Henry","BF Bowden","MA Gough","PD Jones","RK Illingworth","AJ Pycroft","New Zealand","36"
"New Zealand","Pakistan","male","2015/16","2016/01/25","Pakistan in New Zealand ODI Series","1","Basin Reserve","Wellington","Pakistan","field","HM Nicholls","NJ Llong","DJ Walker","BF Bowden","BNJ Oxenford","DC Boon","New Zealand","70"
"New Zealand","Australia","male","2015/16","2016/02/03","Chappell-Hadlee Trophy","1","Eden Park","Auckland","Australia","field","MJ Guptill","IJ Gould","DJ Walker","BF Bowden","BC Broad","New Zealand","159","0.1"
"New Zealand","Australia","male","2015/16","2016/02/06","Chappell-Hadlee Trophy","2","Westpac Stadium","Wellington","New Zealand","bat","MR Marsh","BF Bowden","S Ravi","DJ Walker","IJ Gould","BC Broad","Australia","4"
"New Zealand","Australia","male","2015/16","2016/02/08","Chappell-Hadlee Trophy","3","Seddon Park","Hamilton","Australia","field","IS Sodhi","IJ Gould","DJ Walker","BF Bowden","S Ravi","BC Broad","New Zealand","55"
"New Zealand","Pakistan","male","2015/16","2016/01/31","Pakistan in New Zealand ODI Series","3","Eden Park","Auckland","Pakistan","bat","MJ Guptill","BF Bowden","NJ Llong","DJ Walker","BNJ Oxenford","DC Boon","New Zealand","3"
"Sri Lanka","West Indies","male","2015/16","2015/11/01","West Indies in Sri Lanka ODI Series","1","R Premadasa Stadium","Colombo","Sri Lanka","field","TM Dilshan","MA Gough","RSA Palliyaguruge","REJ Martinesz","RJ Tucker","DC Boon","Sri Lanka","1"
"Sri Lanka","West Indies","male","2015/16","2015/11/04","West Indies in Sri Lanka ODI Series","2","R Premadasa Stadium","Colombo","West Indies","bat","MDKJ Perera","REJ Martinesz","RJ Tucker","RR Wimalasiri","MA Gough","DC Boon","Sri Lanka","8"
"Sri Lanka","West Indies","male","2015/16","2015/11/07","West Indies in Sri Lanka ODI Series","3","Pallekele International Cricket Stadium","","Sri Lanka","field","MN Samuels","MA Gough","RR Wimalasiri","RSA Palliyaguruge","RJ Tucker","DC Boon","Sri Lanka","19"
"Zimbabwe","Pakistan","male","2015/16","2015/10/01","Pakistan in Zimbabwe ODI Series","1","Harare Sports Club","","Zimbabwe","field","Yasir Shah","RSA Palliyaguruge","RB Tiffin","I Chabi","L Rusere","DT Jukes","Pakistan","131"
"Zimbabwe","Pakistan","male","2015/16","2015/10/03","Pakistan in Zimbabwe ODI Series","2","Harare Sports Club","","Pakistan","field","E Chigumbura","TJ Matibiri","RSA Palliyaguruge","O Chirombe","L Rusere","DT Jukes","Zimbabwe","5"
"Zimbabwe","Pakistan","male","2015/16","2015/10/05","Pakistan in Zimbabwe ODI Series","3","Harare Sports Club","","Pakistan","field","Bilal Asif","TJ Matibiri","RSA Palliyaguruge","O Chirombe","RB Tiffin","DT Jukes","Pakistan","7"
"Zimbabwe","Ireland","male","2015/16","2015/10/09","Ireland in Zimbabwe ODI Series","1","Harare Sports Club","","Zimbabwe","field","Sikandar Raza","JD Cloete","RB Tiffin","L Rusere","J Srinath","Zimbabwe","2","0.1"
"Zimbabwe","Ireland","male","2015/16","2015/10/11","Ireland in Zimbabwe ODI Series","2","Harare Sports Club","","Zimbabwe","field","CR Ervine","JD Cloete","TJ Matibiri","L Rusere","J Srinath","Zimbabwe","5","0.1"
"Zimbabwe","Ireland","male","2015/16","2015/10/13","Ireland in Zimbabwe ODI Series","3","Harare Sports Club","","Ireland","field","TJ Murtagh","JD Cloete","RB Tiffin","L Rusere","J Srinath","Ireland","2","0.1"
"Zimbabwe","Afghanistan","male","2015/16","2015/10/16","Afghanistan in Zimbabwe ODI Series","1","Queens Sports Club","Bulawayo","Afghanistan","bat","WP Masakadza","NJ Llong","RB Tiffin","L Rusere","D Govindjee","Zimbabwe","8","0.1"
"Zimbabwe","Afghanistan","male","2015/16","2015/10/18","Afghanistan in Zimbabwe ODI Series","2","Queens Sports Club","Bulawayo","Afghanistan","bat","Mohammad Nabi","NJ Llong","RB Tiffin","L Rusere","D Govindjee","Afghanistan","58","0.1"
"Zimbabwe","Afghanistan","male","2015/16","2015/10/22","Afghanistan in Zimbabwe ODI Series","4","Queens Sports Club","Bulawayo","Zimbabwe","bat","Mohammad Shahzad","NJ Llong","TJ Matibiri","RB Tiffin","D Govindjee","Afghanistan","3","0.1"
"Bangladesh","Zimbabwe","male","2015/16","2015/11/07","Zimbabwe in Bangladesh ODI Series","1","Shere Bangla National Stadium","Mirpur","Zimbabwe","field","Mushfiqur Rahim","Aleem Dar","Sharfuddoula","Anisur Rahman","Enamul Haque","J Srinath","Bangladesh","145"
"Bangladesh","Zimbabwe","male","2015/16","2015/11/09","Zimbabwe in Bangladesh ODI Series","2","Shere Bangla National Stadium","Mirpur","Zimbabwe","field","Imrul Kayes","Aleem Dar","Enamul Haque","Sharfuddoula","Anisur Rahman","J Srinath","Bangladesh","58"
"Bangladesh","Zimbabwe","male","2015/16","2015/11/11","Zimbabwe in Bangladesh ODI Series","3","Shere Bangla National Stadium","Mirpur","Bangladesh","bat","Tamim Iqbal","Aleem Dar","Sharfuddoula","Anisur Rahman","Enamul Haque","J Srinath","Bangladesh","61"
"West Indies","South Africa","male","2016","2016/06/03","West Indies Tri-Nation Series","1","Providence Stadium","Guyana","South Africa","bat","SP Narine","RK Illingworth","JS Wilson","GO Brathwaite","NJ Llong","JJ Crowe","West Indies","4"
"West Indies","Australia","male","2016","2016/06/05","West Indies Tri-Nation Series","2","Providence Stadium","Guyana","Australia","field","NM Lyon","GO Brathwaite","NJ Llong","JS Wilson","RK Illingworth","JJ Crowe","Australia","6"
"Australia","South Africa","male","2016","2016/06/07","West Indies Tri-Nation Series","3","Providence Stadium","Guyana","true","South Africa","bat","F Behardien","RK Illingworth","JS Wilson","GO Brathwaite","NJ Llong","JJ Crowe","South Africa"
"Australia","South Africa","male","2016","2016/06/11","West Indies Tri-Nation Series","4","Warner Park, Basseterre","St Kitts","true","Australia","bat","DA Warner","NJ Llong","JS Wilson","GO Brathwaite","RK Illingworth","JJ Crowe","Australia"
"West Indies","Australia","male","2016","2016/06/13","West Indies Tri-Nation Series","5","Warner Park, Basseterre","St Kitts","West Indies","field","MN Samuels","GO Brathwaite","RK Illingworth","JS Wilson","NJ Llong","JJ Crowe","West Indies","4"
"West Indies","South Africa","male","2016","2016/06/15","West Indies Tri-Nation Series","6","Warner Park, Basseterre","St Kitts","West Indies","field","Imran Tahir","GO Brathwaite","NJ Llong","JS Wilson","RK Illingworth","JJ Crowe","South Africa","139"
"Australia","South Africa","male","2016","2016/06/19","West Indies Tri-Nation Series","7","Kensington Oval, Bridgetown","Barbados","true","Australia","field","HDPK Dharmasena","JS Wilson","GO Brathwaite","RA Kettleborough","JJ Crowe","no result","0.1"
"West Indies","Australia","male","2016","2016/06/21","West Indies Tri-Nation Series","8","Kensington Oval, Bridgetown","Barbados","Australia","field","MN Samuels","GO Brathwaite","RA Kettleborough","JS Wilson","HDPK Dharmasena","JJ Crowe","Australia","6"
"West Indies","South Africa","male","2016","2016/06/24","West Indies Tri-Nation Series","9","Kensington Oval, Bridgetown","Barbados","South Africa","field","DM Bravo","GO Brathwaite","HDPK Dharmasena","JS Wilson","RA Kettleborough","JJ Crowe","West Indies","100"
"West Indies","Australia","male","2016","2016/06/26","West Indies Tri-Nation Series","Kensington Oval, Bridgetown","Barbados","Australia","bat","MR Marsh","RA Kettleborough","JS Wilson","GO Brathwaite","HDPK Dharmasena","JJ Crowe","Australia","58","0.1"
"South Africa","Ireland","male","2016/17","2016/09/25","Willowmoore Park","Benoni","Ireland","field","T Bavuma","S George","JS Wilson","BP Jele","NJ Llong","BC Broad","South Africa","206","0.1","T Bavuma"
"Australia","Ireland","male","2016/17","2016/09/27","Willowmoore Park","Benoni","true","Ireland","bat","UT Khawaja","BP Jele","NJ Llong","AT Holdstock","JS Wilson","BC Broad","Australia","9","0.1"
"South Africa","Australia","male","2016/17","2016/09/30","Australia in South Africa ODI Series","1","SuperSport Park","Centurion","South Africa","field","Q de Kock","BP Jele","JS Wilson","S George","NJ Llong","BC Broad","South Africa","6"
"South Africa","Australia","male","2016/17","2016/10/02","Australia in South Africa ODI Series","2","New Wanderers Stadium","Johannesburg","Australia","field","F du Plessis","S George","NJ Llong","AT Holdstock","JS Wilson","BC Broad","South Africa","142"
"South Africa","Australia","male","2016/17","2016/10/05","Australia in South Africa ODI Series","3","Kingsmead","Durban","Australia","bat","DA Miller","AT Holdstock","JS Wilson","S George","NJ Llong","BC Broad","South Africa","4"
"South Africa","Australia","male","2016/17","2016/10/09","Australia in South Africa ODI Series","4","St George's Park","Port Elizabeth","Australia","bat","KJ Abbott","AT Holdstock","NJ Llong","S George","JS Wilson","BC Broad","South Africa","6"
"South Africa","Australia","male","2016/17","2016/10/12","Australia in South Africa ODI Series","5","Newlands","Cape Town","South Africa","bat","DA Warner","S George","JS Wilson","AT Holdstock","NJ Llong","BC Broad","South Africa","31"
"South Africa","Sri Lanka","male","2016/17","2017/01/28","Sri Lanka in South Africa ODI Series","1","St George's Park","Port Elizabeth","South Africa","field","Imran Tahir","BP Jele","RA Kettleborough","S George","RK Illingworth","RB Richardson","South Africa","8"
"South Africa","Sri Lanka","male","2016/17","2017/02/01","Sri Lanka in South Africa ODI Series","2","Kingsmead","Durban","Sri Lanka","field","F du Plessis","S George","RK Illingworth","AT Holdstock","RA Kettleborough","RB Richardson","South Africa","121"
"South Africa","Sri Lanka","male","2016/17","2017/02/04","Sri Lanka in South Africa ODI Series","3","New Wanderers Stadium","Johannesburg","South Africa","field","D Pretorius","AT Holdstock","RA Kettleborough","S George","RK Illingworth","RB Richardson","South Africa","7"
"South Africa","Sri Lanka","male","2016/17","2017/02/07","Sri Lanka in South Africa ODI Series","4","Newlands","Cape Town","South Africa","bat","F du Plessis","AT Holdstock","RK Illingworth","S George","RA Kettleborough","RB Richardson","South Africa","40"
"South Africa","Sri Lanka","male","2016/17","2017/02/10","Sri Lanka in South Africa ODI Series","5","SuperSport Park","Centurion","Sri Lanka","field","HM Amla","S George","RA Kettleborough","AT Holdstock","RK Illingworth","RB Richardson","South Africa","88"
"Afghanistan","Zimbabwe","male","2015/16","2015/12/25","Afghanistan v Zimbabwe ODI Series","1","Sharjah Cricket Stadium","","true","Afghanistan","bat","Amir Hamza","VA Kulkarni","C Shamshuddin","Iftikhar Ali","AK Chaudhary","DT Jukes","Afghanistan"
"Afghanistan","Zimbabwe","male","2015/16","2015/12/29","Afghanistan v Zimbabwe ODI Series","2","Sharjah Cricket Stadium","","true","Zimbabwe","bat","Mohammad Shahzad","AK Chaudhary","C Shamshuddin","Iftikhar Ali","VA Kulkarni","DT Jukes","Afghanistan"
